"GEO_ID","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","NAME"
"0500000US42107","60449","1692","5.8","1.1","10.1","1.6","13.3","1.7","14.5","2.0","15.6","1.8","20.0","2.3","9.8","1.5","8.1","1.3","1.9","0.7","1.0","0.5","40265","2889","51384","2269","27.1","(X)","(X)","(X)","(X)","(X)","41140","1652","2.9","1.0","4.4","1.4","11.0","2.1","14.4","2.7","17.6","2.4","22.7","2.6","12.6","2.2","10.5","1.8","2.6","1.0","1.3","0.7","49664","3290","60374","2924","(X)","(X)","26.7","(X)","(X)","(X)","29768","1671","0.9","0.5","2.0","0.9","7.8","1.8","10.1","2.0","17.8","3.1","26.6","3.1","16.0","2.7","13.4","2.1","3.6","1.4","1.8","0.9","59464","2938","70126","3351","(X)","(X)","(X)","(X)","(X)","(X)","19309","1727","13.0","2.9","24.0","4.4","19.8","3.4","15.2","2.9","9.2","2.8","12.8","3.8","3.7","2.0","1.8","1.2","0.4","0.5","0.2","0.3","21190","1758","30042","2327","(X)","(X)","(X)","(X)","26.0","(X)","Schuylkill County, Pennsylvania"
"0500000US42111","29592","1131","8.2","1.7","9.9","2.2","14.3","2.2","12.1","2.1","17.3","2.6","20.8","2.7","9.3","2.0","6.0","1.7","1.3","0.8","0.8","0.5","39978","2664","47346","2453","27.2","(X)","(X)","(X)","(X)","(X)","19365","1184","4.8","2.2","5.4","2.2","10.6","2.9","11.7","2.4","19.0","3.1","25.3","3.7","11.4","2.7","8.7","2.6","1.8","1.2","1.3","0.8","48628","3991","56067","3021","(X)","(X)","26.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","52174","2602","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10227","981","16.9","3.7","18.2","4.2","21.1","4.1","13.9","3.5","11.9","3.1","11.6","3.8","5.0","2.8","0.9","0.7","0.4","0.7","0.0","1.4","20736","2931","29580","2663","(X)","(X)","(X)","(X)","27.4","(X)","Somerset County, Pennsylvania"
"0500000US42125","83804","1676","6.3","1.1","7.0","1.4","12.1","1.6","11.7","1.7","14.7","1.8","19.0","1.7","12.8","1.6","10.0","1.4","3.4","0.8","3.2","0.8","47615","3213","63139","2788","27.5","(X)","(X)","(X)","(X)","(X)","54747","2122","3.7","1.1","2.5","1.0","6.7","1.8","11.8","2.0","13.4","1.9","22.4","2.1","15.6","2.3","14.1","2.0","5.0","1.2","4.7","1.3","62397","3865","78024","3797","(X)","(X)","27.7","(X)","(X)","(X)","43361","2368","1.4","0.6","1.2","0.7","4.2","1.4","10.3","2.1","12.3","1.7","23.5","2.3","18.2","2.6","17.3","2.3","6.2","1.5","5.6","1.6","72498","3546","87761","4400","(X)","(X)","(X)","(X)","(X)","(X)","29057","1918","12.2","2.4","16.5","3.2","21.7","3.1","11.6","2.5","17.1","3.5","12.4","2.5","5.9","1.8","2.1","0.9","0.3","0.5","0.1","0.2","24791","2677","33645","2344","(X)","(X)","(X)","(X)","25.8","(X)","Washington County, Pennsylvania"
"0500000US42129","150860","2589","6.9","0.9","6.6","0.9","13.7","1.3","11.4","1.1","14.4","1.3","19.7","1.4","12.0","1.3","10.3","1.2","3.1","0.6","1.9","0.5","46361","1966","58627","1920","28.3","(X)","(X)","(X)","(X)","(X)","99911","2752","4.4","1.3","2.2","0.7","9.7","1.4","9.6","1.4","14.8","1.4","23.2","1.8","16.0","1.7","13.3","1.5","4.2","0.8","2.7","0.7","58644","2329","70072","2764","(X)","(X)","30.6","(X)","(X)","(X)","76443","2739","1.4","0.7","1.0","0.4","7.0","1.2","8.5","1.5","13.7","1.7","24.5","2.0","19.0","2.1","16.6","1.8","5.2","1.1","3.1","0.9","67455","3324","79297","3010","(X)","(X)","(X)","(X)","(X)","(X)","50949","2489","12.7","2.3","15.4","2.2","23.2","3.1","15.3","2.3","13.6","2.1","11.7","2.1","4.3","1.5","3.1","1.3","0.5","0.4","0.4","0.4","24490","1368","33457","1709","(X)","(X)","(X)","(X)","22.8","(X)","Westmoreland County, Pennsylvania"
"0500000US42133","170055","2119","4.9","0.8","4.6","0.9","9.0","1.0","10.2","1.1","14.5","1.3","21.9","1.5","13.9","1.2","14.8","1.2","3.8","0.7","2.4","0.5","56368","2550","67892","1863","25.2","(X)","(X)","(X)","(X)","(X)","121023","3041","3.6","0.9","2.1","0.5","5.2","1.1","8.3","1.4","14.3","1.4","24.5","1.9","16.3","1.4","18.2","1.6","4.5","0.9","2.9","0.7","66964","2195","76992","2290","(X)","(X)","24.8","(X)","(X)","(X)","95393","3418","1.1","0.4","1.0","0.4","3.3","0.7","5.9","1.4","13.5","1.6","25.9","2.3","18.1","1.8","22.0","1.8","5.5","1.1","3.7","0.9","74351","2202","N","N","(X)","(X)","(X)","(X)","(X)","(X)","49032","2802","10.7","2.0","11.3","2.4","19.8","2.3","15.8","2.3","14.3","2.5","14.3","2.4","6.8","1.8","4.6","1.2","1.6","1.0","0.9","0.6","30118","2325","40729","2604","(X)","(X)","(X)","(X)","24.1","(X)","York County, Pennsylvania"
"0500000US44003","67130","1663","7.2","1.6","5.4","1.4","9.9","1.7","10.0","1.9","12.8","2.1","21.2","2.4","14.7","2.1","11.4","1.7","4.9","1.1","2.7","0.7","53954","2720","68594","3752","34.6","(X)","(X)","(X)","(X)","(X)","39982","2194","2.7","1.3","2.7","1.5","6.2","2.1","10.4","2.7","12.4","2.3","20.6","2.8","17.6","3.0","16.6","2.3","6.9","1.8","4.0","1.3","69339","5196","84926","5828","(X)","(X)","34.4","(X)","(X)","(X)","28719","2447","0.1","0.2","1.7","1.7","2.7","1.6","8.5","2.7","8.9","2.1","21.3","3.7","21.4","3.8","20.8","2.8","9.2","2.5","5.4","1.7","82803","4876","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27148","2060","13.9","3.3","10.2","2.9","17.3","3.5","10.4","2.8","12.8","3.2","21.8","4.4","8.5","3.0","3.0","1.5","1.6","1.2","0.6","0.6","32406","4803","41746","2936","(X)","(X)","(X)","(X)","33.7","(X)","Kent County, Rhode Island"
"0500000US44005","35067","1494","3.4","1.4","3.5","1.2","6.7","1.9","11.3","3.3","9.8","2.7","15.0","3.0","16.6","3.2","19.6","3.3","6.6","1.8","7.6","2.2","75397","7188","92695","7229","27.3","(X)","(X)","(X)","(X)","(X)","22098","1688","2.0","1.5","0.5","0.7","5.2","2.4","9.7","4.3","9.5","3.1","15.0","3.2","15.8","3.7","24.5","3.9","8.6","2.7","9.0","2.7","83860","6945","104040","7660","(X)","(X)","27.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99766","9373","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12969","1564","5.7","2.9","8.9","3.1","9.9","3.9","14.0","5.7","10.8","4.3","17.1","6.0","15.3","5.4","11.2","4.7","2.6","1.8","4.6","3.1","50881","8877","70266","12463","(X)","(X)","(X)","(X)","25.5","(X)","Newport County, Rhode Island"
"0500000US44007","232968","3499","10.5","1.0","7.0","0.8","12.4","1.1","9.5","1.0","13.3","1.2","18.2","1.3","11.4","0.9","11.0","0.9","3.7","0.6","2.8","0.5","45915","1918","62026","1969","34.4","(X)","(X)","(X)","(X)","(X)","139277","4371","5.5","1.0","3.3","0.7","9.9","1.2","9.4","1.2","13.4","1.5","20.1","1.7","14.3","1.4","14.6","1.3","5.6","0.9","3.8","0.8","60275","2109","75468","2717","(X)","(X)","34.5","(X)","(X)","(X)","91679","3963","1.4","0.6","1.6","0.8","5.6","1.3","7.3","1.2","12.0","1.8","21.7","1.9","17.6","1.6","19.6","1.8","7.6","1.3","5.5","1.1","75400","2355","92205","3611","(X)","(X)","(X)","(X)","(X)","(X)","93691","4340","19.2","2.0","12.8","1.7","17.5","2.1","9.5","1.5","13.4","1.8","15.0","1.8","6.3","1.1","4.7","1.2","0.5","0.3","1.2","0.6","25441","2172","39267","2507","(X)","(X)","(X)","(X)","33.2","(X)","Providence County, Rhode Island"
"0500000US44009","47837","2067","5.0","1.3","2.3","1.0","9.5","2.0","7.6","2.3","11.3","2.5","17.6","2.7","15.3","2.7","16.9","2.9","7.6","1.8","6.9","2.0","70161","5935","87066","5109","24.1","(X)","(X)","(X)","(X)","(X)","31520","1737","2.0","1.2","0.2","0.4","3.8","1.4","5.3","2.0","8.2","2.2","19.1","3.7","18.2","3.3","22.7","4.0","10.5","2.4","10.1","3.0","90241","5292","108247","6654","(X)","(X)","23.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98936","5841","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16317","1796","10.6","3.2","6.9","2.8","20.2","4.9","13.1","5.1","18.8","5.5","14.1","4.1","8.0","3.4","5.7","2.7","1.9","1.8","0.6","0.7","34485","3410","44348","4453","(X)","(X)","(X)","(X)","24.4","(X)","Washington County, Rhode Island"
"0500000US45003","64549","2102","11.5","2.1","5.8","1.4","12.5","2.2","11.1","2.0","14.1","2.0","17.7","2.7","11.6","1.9","11.1","2.0","2.9","1.0","1.6","0.7","42377","3434","56561","3186","42.6","(X)","(X)","(X)","(X)","(X)","44320","2342","9.3","2.4","3.5","1.4","9.6","2.6","10.6","2.3","11.5","2.0","20.3","3.6","15.4","2.4","14.0","2.6","3.6","1.2","2.2","1.0","57153","6076","65898","4197","(X)","(X)","44.4","(X)","(X)","(X)","31296","2057","3.4","1.7","2.4","1.5","6.5","2.9","8.9","2.5","9.9","2.1","23.2","4.3","19.1","3.5","18.6","3.4","5.1","1.7","2.9","1.4","68910","4146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20229","2264","20.0","5.2","11.1","3.1","18.1","4.3","12.5","3.7","18.2","4.2","12.0","3.9","1.9","1.4","4.5","2.6","1.5","1.8","0.2","0.3","25456","3372","33691","3805","(X)","(X)","(X)","(X)","37.0","(X)","Aiken County, South Carolina"
"0500000US45007","73794","2568","9.9","2.0","7.4","1.8","19.6","2.4","11.0","1.8","11.0","1.7","18.4","2.4","12.3","1.8","7.2","1.3","1.5","0.7","1.6","0.5","36770","3444","51783","2824","28.0","(X)","(X)","(X)","(X)","(X)","52258","2633","8.1","2.5","3.2","1.2","15.1","3.0","10.0","2.0","11.0","1.8","22.1","3.2","16.5","2.4","9.7","1.8","2.0","0.9","2.3","0.8","51945","3804","61858","3823","(X)","(X)","28.0","(X)","(X)","(X)","37721","2389","3.5","1.6","1.7","1.3","10.0","2.8","8.5","2.3","12.2","2.2","24.0","3.6","21.4","3.1","12.6","2.6","2.8","1.3","3.2","1.0","65045","5489","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21536","2276","18.1","4.2","16.3","4.3","32.3","5.4","11.6","4.2","9.7","3.3","9.4","3.2","2.2","1.5","0.0","0.9","0.3","0.5","0.0","0.9","18371","2483","25076","2068","(X)","(X)","(X)","(X)","26.3","(X)","Anderson County, South Carolina"
"0500000US45013","64391","2537","4.6","1.6","3.7","1.4","9.3","2.2","11.4","2.4","15.9","2.4","21.5","3.2","14.1","2.2","11.7","1.8","2.7","1.1","5.1","1.5","56960","4285","73280","5323","38.9","(X)","(X)","(X)","(X)","(X)","47217","2685","3.1","1.2","3.1","1.7","5.3","1.7","9.9","2.3","15.5","2.9","22.8","3.5","15.7","2.7","14.7","2.5","3.3","1.5","6.5","2.0","63017","3694","83114","6635","(X)","(X)","37.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70657","5225","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17174","1694","10.6","4.8","5.7","2.9","18.2","5.5","17.1","4.9","16.7","4.4","18.2","6.1","8.1","3.2","3.0","1.7","1.2","1.2","1.1","1.7","34299","3890","44661","6063","(X)","(X)","(X)","(X)","38.2","(X)","Beaufort County, South Carolina"
"0500000US45015","62520","2316","6.2","1.6","5.9","1.7","11.3","2.2","11.1","2.3","16.2","2.4","22.3","2.5","13.7","2.2","9.0","1.8","2.5","1.0","1.9","1.0","49427","3261","59168","2970","29.9","(X)","(X)","(X)","(X)","(X)","44046","2306","5.0","1.9","4.4","1.7","7.1","2.1","11.4","2.8","16.3","3.1","22.7","2.9","16.3","2.9","10.8","2.3","3.3","1.4","2.7","1.4","55343","3269","66635","3698","(X)","(X)","29.8","(X)","(X)","(X)","33975","2329","2.7","1.7","2.9","1.5","4.2","1.7","8.8","2.8","16.7","3.7","25.2","3.5","20.0","3.5","13.0","2.8","3.3","1.6","3.2","1.8","62986","4483","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18474","2323","10.3","3.8","12.1","4.6","18.8","5.2","12.0","4.5","14.9","4.7","20.1","5.7","6.4","2.6","4.6","3.0","0.7","1.0","0.0","1.1","32689","4866","39542","3708","(X)","(X)","(X)","(X)","29.2","(X)","Berkeley County, South Carolina"
"0500000US45019","140640","3213","9.3","1.3","6.4","1.0","12.7","1.4","9.5","1.3","15.4","1.5","16.4","1.3","10.1","1.4","10.8","1.3","4.9","0.8","4.5","0.8","46324","1723","67810","2910","32.4","(X)","(X)","(X)","(X)","(X)","82385","3459","6.5","1.7","4.7","1.1","9.3","1.8","8.1","1.5","13.6","1.6","18.3","1.8","11.7","1.9","14.4","1.8","6.6","1.2","6.9","1.3","58990","3349","82887","4348","(X)","(X)","34.6","(X)","(X)","(X)","56950","3183","2.4","1.1","1.1","0.5","4.4","1.3","6.9","1.7","13.3","2.1","18.9","2.2","14.6","2.5","19.7","2.6","9.0","1.6","9.8","1.8","81094","5693","N","N","(X)","(X)","(X)","(X)","(X)","(X)","58255","3397","14.0","2.2","9.0","1.9","17.7","2.7","11.3","2.3","18.5","2.6","13.5","2.0","7.2","1.9","5.3","1.3","2.6","1.2","1.0","0.5","32433","3268","45292","3599","(X)","(X)","(X)","(X)","28.3","(X)","Charleston County, South Carolina"
"0500000US45031","26889","1124","10.5","3.1","9.9","2.9","19.1","5.0","13.1","3.7","12.6","3.0","17.5","4.0","9.3","2.7","5.3","2.1","1.7","1.3","1.1","0.9","32385","3888","49273","6560","32.3","(X)","(X)","(X)","(X)","(X)","18186","1538","6.5","2.8","7.2","3.6","13.2","4.7","13.2","4.4","14.9","4.3","23.3","4.8","9.7","2.9","7.7","3.0","2.5","1.9","1.6","1.3","46000","4639","59579","9562","(X)","(X)","31.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","62879","2624","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8703","1366","18.6","7.9","17.5","6.2","29.3","10.1","13.6","6.4","7.1","3.5","6.0","4.4","7.6","5.1","0.3","0.6","0.0","2.3","0.0","2.3","20105","4020","27235","4383","(X)","(X)","(X)","(X)","33.1","(X)","Darlington County, South Carolina"
"0500000US45035","49414","1743","4.6","1.6","5.7","1.7","12.2","2.0","11.0","1.9","15.2","2.8","19.1","3.0","14.8","2.7","12.6","2.5","2.9","1.3","1.9","1.2","50908","2794","61821","3490","27.7","(X)","(X)","(X)","(X)","(X)","36449","2100","3.2","1.7","4.0","1.7","8.0","2.1","10.0","2.4","13.2","2.7","21.9","3.8","18.6","3.5","15.5","3.1","3.2","1.6","2.4","1.6","60962","6868","69472","4293","(X)","(X)","27.6","(X)","(X)","(X)","25631","2201","0.4","0.5","2.4","1.9","3.8","1.8","4.8","1.8","13.5","3.5","23.2","4.6","23.3","4.7","20.6","4.2","4.5","2.2","3.3","2.2","76280","5564","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12965","1600","8.7","3.9","12.0","4.5","25.6","7.2","15.5","5.2","19.8","6.1","10.8","4.5","4.0","2.2","1.2","1.2","1.7","1.7","0.6","1.0","27229","3893","35016","4499","(X)","(X)","(X)","(X)","25.2","(X)","Dorchester County, South Carolina"
"0500000US45041","52329","1471","14.3","2.9","6.4","1.6","11.6","2.2","11.5","2.2","17.3","2.6","19.5","2.8","8.7","1.9","7.0","1.9","2.2","0.8","1.6","0.8","38872","1683","51192","3445","31.8","(X)","(X)","(X)","(X)","(X)","35707","1957","9.9","2.7","5.2","1.7","11.2","2.7","11.3","2.7","17.3","3.2","21.0","3.1","10.5","2.2","8.9","2.6","3.1","1.1","1.5","0.8","43468","2395","57601","4352","(X)","(X)","36.4","(X)","(X)","(X)","19528","1776","3.1","2.0","2.0","1.6","5.6","2.0","8.0","2.5","16.0","4.0","30.3","3.7","13.2","2.7","14.2","4.1","5.5","2.0","2.1","1.2","60034","3917","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16622","1783","24.4","6.0","10.2","3.8","14.2","4.1","14.9","5.4","14.7","4.5","14.9","5.2","3.6","1.9","1.0","1.0","0.4","0.6","1.7","2.1","25633","3416","33964","6136","(X)","(X)","(X)","(X)","20.4","(X)","Florence County, South Carolina"
"0500000US45045","172398","2980","8.5","1.3","6.3","0.9","12.6","1.5","11.9","1.3","15.0","1.1","17.8","1.6","10.9","1.2","10.9","1.2","3.2","0.6","2.9","0.6","45185","2112","63146","2469","29.0","(X)","(X)","(X)","(X)","(X)","111735","3079","5.8","1.3","3.6","0.9","9.6","1.5","10.4","1.6","13.7","1.4","19.8","2.0","13.9","1.6","14.8","1.6","4.5","1.0","3.8","0.8","58185","3869","75065","3259","(X)","(X)","29.3","(X)","(X)","(X)","81775","3436","1.6","0.7","2.6","0.9","4.8","1.0","9.0","1.7","13.4","1.6","21.6","2.3","17.4","2.1","18.4","2.1","6.0","1.3","5.0","1.1","72166","2606","88987","4584","(X)","(X)","(X)","(X)","(X)","(X)","60663","3061","14.4","2.4","12.1","2.1","19.3","3.0","14.8","2.4","15.9","2.4","13.5","2.3","5.4","1.5","2.6","1.0","0.9","0.6","1.2","0.7","27292","2476","39371","3192","(X)","(X)","(X)","(X)","26.9","(X)","Greenville County, South Carolina"
"0500000US45047","26100","1394","15.1","4.2","8.6","2.9","19.4","4.5","11.8","3.5","11.3","3.3","14.8","3.3","7.1","2.1","8.9","3.0","2.3","1.4","0.6","0.7","30808","4310","45170","4218","30.6","(X)","(X)","(X)","(X)","(X)","15995","1681","5.1","2.8","3.8","2.8","16.9","6.1","13.2","5.0","16.2","4.6","15.6","4.0","10.2","3.1","14.0","4.6","3.8","2.2","1.1","1.2","41404","4651","58404","5659","(X)","(X)","30.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","62548","9625","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10105","1451","30.9","8.0","16.3","5.9","24.2","6.4","12.1","5.2","3.7","2.7","9.9","4.7","2.1","2.0","0.9","1.4","0.0","2.0","0.0","2.0","15974","2727","22913","3358","(X)","(X)","(X)","(X)","29.0","(X)","Greenwood County, South Carolina"
"0500000US45051","111352","3442","7.6","1.3","7.0","1.2","14.5","1.9","14.6","2.0","17.1","2.1","18.3","1.9","10.0","1.4","6.4","1.2","2.4","0.8","2.1","0.6","41568","2980","54577","2413","25.9","(X)","(X)","(X)","(X)","(X)","72477","3149","6.4","1.8","4.5","1.4","11.6","1.8","13.0","2.2","16.9","2.7","20.9","2.1","12.2","2.0","8.3","1.8","3.4","1.1","2.7","0.9","48373","2080","62674","3661","(X)","(X)","26.3","(X)","(X)","(X)","53384","3179","2.6","1.3","1.5","1.0","8.1","2.1","11.4","2.3","18.5","2.6","23.3","2.6","15.0","2.6","11.3","2.3","4.5","1.5","3.7","1.3","57296","4926","N","N","(X)","(X)","(X)","(X)","(X)","(X)","38875","3026","11.6","2.7","12.8","2.8","20.5","3.3","17.7","3.3","15.8","3.5","12.3","2.9","5.4","1.8","2.6","1.4","0.5","0.5","0.8","0.9","27118","2045","37523","3504","(X)","(X)","(X)","(X)","23.3","(X)","Horry County, South Carolina"
"0500000US45057","29862","991","12.2","3.3","7.9","2.6","16.0","3.5","13.1","3.0","13.9","2.8","20.7","3.8","8.6","2.9","5.3","1.8","1.7","1.0","0.5","0.7","35634","4376","44668","3055","26.4","(X)","(X)","(X)","(X)","(X)","21429","1396","11.5","4.2","5.1","2.7","11.5","2.9","12.4","3.7","16.8","4.0","22.8","4.5","10.1","3.4","6.7","2.3","2.4","1.4","0.7","0.9","41748","4153","50282","3608","(X)","(X)","25.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56993","5767","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8433","1302","19.1","6.6","16.6","6.1","26.6","9.1","13.5","6.8","6.0","3.5","14.3","6.3","2.9","2.8","0.9","1.6","0.0","2.4","0.0","2.4","21610","2952","26667","3590","(X)","(X)","(X)","(X)","25.6","(X)","Lancaster County, South Carolina"
"0500000US45059","25714","1356","10.4","3.4","8.1","2.5","16.4","4.6","13.8","3.7","16.0","4.1","20.3","4.7","7.5","2.8","5.4","2.6","1.3","1.0","0.9","0.8","36265","4988","45409","4176","36.2","(X)","(X)","(X)","(X)","(X)","18133","1555","10.1","4.7","3.2","2.2","14.3","5.8","14.1","4.5","16.5","4.5","22.0","5.6","9.2","3.3","7.7","3.7","1.8","1.4","1.3","1.1","43592","7290","51950","5661","(X)","(X)","39.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","52312","6724","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7581","1339","11.6","6.0","20.0","7.5","21.3","7.0","14.2","5.4","15.7","7.7","13.6","6.6","3.5","3.9","0.0","2.6","0.0","2.6","0.0","2.6","23501","6175","28745","4039","(X)","(X)","(X)","(X)","26.9","(X)","Laurens County, South Carolina"
"0500000US45063","101803","2238","6.1","1.2","4.7","1.0","9.4","1.5","11.4","1.6","16.1","2.1","21.6","2.0","14.0","1.8","10.9","1.4","2.8","0.8","2.9","0.8","51594","1870","65474","2711","31.4","(X)","(X)","(X)","(X)","(X)","69865","2650","5.1","1.5","2.8","1.0","6.1","1.3","7.9","1.7","14.4","2.4","23.4","2.5","18.2","2.4","14.5","2.0","4.0","1.2","3.6","1.1","62430","3476","76657","3796","(X)","(X)","30.3","(X)","(X)","(X)","52165","2694","1.6","1.0","1.3","0.7","4.3","1.5","6.0","1.6","12.2","2.2","24.5","3.1","21.6","3.0","18.5","2.4","5.3","1.6","4.9","1.5","75118","2690","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31938","2435","10.5","2.2","8.8","2.6","18.5","3.9","17.9","3.9","19.9","4.5","15.7","3.7","4.3","1.6","2.6","1.0","0.4","0.5","1.3","1.3","31452","1842","38772","3712","(X)","(X)","(X)","(X)","32.1","(X)","Lexington County, South Carolina"
"0500000US45073","29783","1965","7.6","2.4","6.6","2.2","15.6","3.4","11.0","3.1","14.6","3.3","20.5","3.4","13.1","3.3","5.9","1.7","2.3","1.3","2.9","1.3","42848","4775","61748","8902","29.1","(X)","(X)","(X)","(X)","(X)","19971","1804","3.7","2.0","3.0","1.8","11.4","3.5","9.8","3.7","16.9","4.1","24.2","4.7","16.1","4.1","7.8","2.5","3.4","2.0","3.8","1.9","53368","5129","75346","12388","(X)","(X)","27.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66454","3218","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9812","1462","18.6","6.4","13.8","4.9","23.3","7.5","13.2","6.2","9.8","5.2","11.6","4.6","6.3","4.6","3.0","2.1","0.0","2.0","0.3","0.5","21646","4075","31763","4118","(X)","(X)","(X)","(X)","31.8","(X)","Oconee County, South Carolina"
"0500000US45075","33789","1816","20.5","3.5","10.3","2.3","11.7","2.6","11.1","2.3","15.5","2.8","16.4","3.0","8.5","2.3","3.9","1.5","1.1","0.7","1.2","0.7","31979","3580","40981","3040","49.5","(X)","(X)","(X)","(X)","(X)","22973","1880","15.4","4.2","6.2","2.5","11.3","3.3","10.5","2.6","18.2","3.7","18.8","3.9","11.0","3.2","5.7","2.1","1.6","1.1","1.3","0.9","39336","3842","48160","4571","(X)","(X)","52.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","57038","4909","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10816","1458","32.1","7.1","18.9","5.4","14.8","5.3","9.7","4.2","10.0","4.8","10.6","5.1","3.1","3.1","0.0","1.9","0.0","1.9","0.8","1.4","14497","3869","24950","4340","(X)","(X)","(X)","(X)","41.3","(X)","Orangeburg County, South Carolina"
